event_id,user_id,hour,is_night,area_type,purpose,crowdedness,weather_risk,lighting,duration_in_area,risk_score,risk_level
25,user_982,10,0,market,shopping,0.32078006497173583,0.18651851039985423,0.040775141554763916,35.86268364810627,0.5686518510399854,medium
26,user_955,3,1,industrial,commuting,0.512093058299281,0.22649577519793795,0.6451727904094499,11.287619311294495,0.8726495775197939,high
27,user_929,7,0,residential,shopping,0.6756901170392807,0.7352161192407721,0.20907162073771368,32.94543045582638,0.5235216119240772,medium
28,user_298,2,1,park,commuting,0.9821683433294356,0.5166358912710143,0.260829174830409,59.77896828571753,0.9516635891271015,high
29,user_254,11,0,road_main,leisure,0.8826363431893397,0.18870710834137938,0.2788713525921819,42.32111196839351,0.41887071083413796,medium
30,user_208,2,1,park,work,0.7798755458576239,0.6420316461542878,0.08413996499504883,10.536094131582212,0.9642031646154288,high
31,user_422,7,0,park,work,0.009197051616629648,0.1014715428660321,0.6635017691080558,1.2986334469269025,0.7101471542866032,high
32,user_896,13,0,residential,commuting,0.6918951976926933,0.6519612595026005,0.22426930946055978,43.018574059504616,0.56519612595026,medium
33,user_801,13,0,road_main,studying,0.3664687845828599,0.7441705230565623,0.7209399242521293,19.175586719290962,0.3244170523056562,medium
34,user_688,11,0,industrial,walking_home,0.6363326181858954,0.25046181860558414,0.5898708475605439,58.754678638225535,0.7750461818605584,high
35,user_563,21,1,industrial,walking_home,0.7948113035416484,0.5026370931051921,0.5769038846263591,30.05854393531297,1.0,high
36,user_453,15,0,industrial,studying,0.02431596643145384,0.6454722959071678,0.17711067940704894,56.48705647682194,1.0,high
37,user_477,13,0,road_main,work,0.3701587002554444,0.015456616528867428,0.9283185625877254,26.262864750721544,0.2515456616528867,low
38,user_181,2,1,park,shopping,0.07534625600612821,0.30569701928718185,0.19091103115034602,16.840016556519252,1.0,high
39,user_323,17,0,market,commuting,0.936154774160781,0.696029796674973,0.570061170089365,6.733413132475343,0.5196029796674974,medium
40,user_288,14,0,road_small,commuting,0.25416364906973876,0.29529058841893874,0.3225507642386005,51.07151790055579,0.6295290588418938,high
41,user_393,10,0,road_small,leisure,0.2965101436477985,0.4197808564462765,0.25620694359445806,37.07930894107515,0.7919780856446277,high
42,user_828,6,0,market,studying,0.7982951789667752,0.6499639307777652,0.7019668772577033,47.951767496729964,0.5149963930777766,medium
43,user_972,18,1,park,commuting,0.093981939840869,0.578280140996174,0.035942273796742086,28.47028306981515,1.0,high
44,user_575,21,1,residential,commuting,0.03050024993904943,0.03734818874921442,0.8226005606596583,22.25124784326451,0.7037348188749215,high
45,user_444,4,1,market,leisure,0.2715429158197419,0.9652518303907698,0.45726516161372854,50.6793614257069,0.896525183039077,high
46,user_992,19,1,road_small,walking_home,0.6374299014982066,0.7260913337226615,0.9758520794625346,31.461720549770522,0.9226091333722662,high
47,user_670,18,1,market,walking_home,0.4389714207056361,0.07845638134226596,0.02535074341545751,57.79625646599758,1.0,high
48,user_791,8,0,park,leisure,0.05819359550844361,0.9152137276264805,0.44235222973110444,15.14745419028679,0.7915213727626481,high
49,user_118,15,0,market,leisure,0.27993389694594284,0.9548652806631941,0.7378969166957685,33.70688909817264,0.6954865280663194,high
50,user_790,22,1,industrial,studying,0.5660372104940763,0.15864644764249103,0.12016464780564218,21.170900336267692,1.0,high
51,user_220,4,1,market,work,0.8554605840110072,0.7036578593800237,0.4741738290873252,6.7722154784090876,0.7203657859380024,high
52,user_432,20,1,park,shopping,0.4646738129396114,0.6497736826427634,0.048058924197033726,56.99959816389177,0.9149773682642763,high
53,user_100,1,1,park,commuting,0.6258599157142364,0.5031362585800877,0.8564898411883223,39.862924265517755,0.8003136258580088,high
54,user_516,15,0,residential,shopping,0.8671989335550038,0.6364035974460113,0.8009492946823997,40.952932200595924,0.3636403597446011,medium
55,user_675,0,1,market,leisure,0.5456167893159349,0.9414648087765252,0.38610263780077425,57.71024326561094,0.7441464808776526,high
56,user_842,10,0,park,leisure,0.06936130087516545,0.10077800137742665,0.018221825651549728,6.572134684599775,0.8600778001377427,high
57,user_35,22,1,market,commuting,0.3189756302937613,0.8448753109694546,0.023271935735825866,49.05364047274721,0.8844875310969454,high
58,user_617,6,0,park,commuting,0.6967371653641506,0.628942846779884,0.877472013527053,44.36919158442926,0.6128942846779885,high
59,user_277,3,1,residential,leisure,0.7506147516408583,0.806834739267264,0.9905051420006733,25.34444293777416,0.6306834739267264,high
60,user_978,16,0,road_small,leisure,0.23859685979034018,0.6798447799002458,0.7399087604473745,15.055932991834787,0.6679844779900246,high
61,user_798,16,0,market,work,0.4965611906830777,0.38961808621920346,0.2976351745093109,6.8991083425499395,0.6389618086219203,high
62,user_612,11,0,road_main,shopping,0.8471431440955898,0.3549051904627206,0.9568008851264563,40.929424361033895,0.23549051904627208,low
63,user_564,18,1,residential,leisure,0.09170414725848108,0.602440925901119,0.5537030523458008,13.550945806429509,0.7602440925901119,high
64,user_565,22,1,market,leisure,0.9309291056872926,0.9742482085344102,0.9959312420303291,4.296398125963653,0.7474248208534411,high
65,user_163,22,1,road_main,walking_home,0.7058314838786945,0.9686519439741349,0.6880300101750391,50.38086858000506,0.7468651943974135,high
66,user_913,5,1,road_small,leisure,0.22257641757103053,0.39665160195425186,0.8918969087767766,9.649684479829503,0.8396651601954253,high
67,user_29,4,1,road_small,walking_home,0.5813054172267823,0.8631385219890039,0.8803599686384168,14.964426427242646,0.9363138521989005,high
68,user_327,12,0,park,studying,0.37625958553091576,0.08350071669866876,0.7771469159274368,33.945850734412495,0.5583500716698669,medium
69,user_91,9,0,residential,walking_home,0.11119748230615134,0.49262510429085915,0.011353644767419069,28.65097787765345,0.7992625104290859,high
70,user_58,19,1,park,leisure,0.8227903518766931,0.7442116569432979,0.681039427096909,15.012881806255725,0.8244211656943298,high
71,user_505,16,0,market,shopping,0.22359583851945264,0.9632225394406113,0.012154474689816341,58.2228507757507,0.7963222539440612,high
72,user_829,14,0,road_main,work,0.924643330223596,0.9191157152786594,0.2529901679892411,42.029256263292204,0.4919115715278659,medium
73,user_441,17,0,market,shopping,0.6957486889846172,0.45454106476777323,0.6275580800840634,35.474544403462914,0.44545410647677736,medium
74,user_656,22,1,market,walking_home,0.2809631895922303,0.9504114840765587,0.8902637838909163,27.883748414357065,1.0,high
75,user_668,20,1,residential,studying,0.6468483616687238,0.3882683839898722,0.22939474570494967,16.6903375728901,0.7388268383989873,high
76,user_869,8,0,park,walking_home,0.6981617140197451,0.5360963663441204,0.30952761628632774,49.01390616270997,0.703609636634412,high
77,user_732,15,0,road_main,leisure,0.9109271844938425,0.822537242923169,0.949799913291924,43.81745099491324,0.3322537242923169,medium
78,user_815,1,1,residential,work,0.8660638895004084,0.04521867010618941,0.026366974497252005,23.211338645804926,0.704521867010619,high
79,user_65,17,0,market,walking_home,0.5941307153521351,0.3808908566310215,0.9699143978146032,50.68501646500681,0.5880890856631023,medium
80,user_461,0,1,residential,shopping,0.4148195023376652,0.27340707193070624,0.056375496650927115,52.01862019904814,0.6773407071930706,high
81,user_977,4,1,road_main,work,0.9131657522576428,0.585149532325472,0.7261208440718481,45.6677909205049,0.5085149532325473,medium
82,user_83,16,0,road_main,work,0.2050453285065249,0.25144243951179845,0.2747317970259088,13.22643129147533,0.5751442439511799,medium
83,user_449,16,0,residential,studying,0.26867248202530736,0.02218474203030163,0.49816518664589293,29.096431110551837,0.5022184742030301,medium
84,user_771,17,0,park,shopping,0.5519068387744855,0.5609379715353863,0.876653602658345,24.805489106531425,0.5560937971535387,medium
85,user_624,14,0,road_main,leisure,0.6393613569742423,0.8050446675193619,0.9031510586766263,37.41855901374023,0.3305044667519362,medium
86,user_738,5,1,residential,commuting,0.6366443216222826,0.5548156085422257,0.09100209105133028,43.857424926363464,0.7554815608542226,high
87,user_249,5,1,market,studying,0.29795945154195047,0.5236022760150112,0.6976418714934634,47.99183476475876,0.8523602276015012,high
88,user_138,23,1,market,commuting,0.7689177413153975,0.06623597785186586,0.04586126640463295,37.62753538090338,0.8066235977851867,high
89,user_450,12,0,road_small,walking_home,0.5796499344717384,0.34156321045654503,0.5372634167140701,28.14703038003075,0.5841563210456545,medium
90,user_848,10,0,road_small,studying,0.18188008439914483,0.3456672833238632,0.8967884099060118,28.963736775509467,0.6345667283323863,high
91,user_93,17,0,road_main,commuting,0.2238490659063206,0.8217906368444492,0.34508262782238674,21.50953365447833,0.48217906368444496,medium
92,user_534,20,1,road_small,shopping,0.534423503732523,0.3559914842719861,0.8942172628959257,8.59615549967899,0.6355991484271987,high
93,user_730,12,0,industrial,shopping,0.09229058622874609,0.4811453940562932,0.687784717096083,31.187763799288412,0.7981145394056293,high
94,user_107,15,0,road_main,shopping,0.2768776481472037,0.8062012797930613,0.7482596903836584,11.886740142026262,0.4306201279793061,medium
95,user_719,14,0,road_small,work,0.618254771530296,0.3689136395697724,0.4625347161331479,45.10078534989164,0.48689136395697724,medium
96,user_526,23,1,industrial,walking_home,0.8952068376871993,0.5116774421156661,0.5321134852653157,7.3231486690467875,1.0,high
97,user_506,5,1,industrial,walking_home,0.24247050363472966,0.26924323094938096,0.37728416310462265,2.1842006688858557,1.0,high
98,user_953,16,0,road_small,commuting,0.5353355640155235,0.23321641154980122,0.34292686427826025,28.964226544402813,0.47332164115498015,medium
99,user_394,2,1,market,leisure,0.4795821017542502,0.5841994847141693,0.7368224753949129,33.906793691075805,0.708419948471417,high
100,user_936,16,0,park,walking_home,0.37877262595128935,0.3374468338719181,0.8996473971450123,36.8457581153208,0.6837446833871919,high
101,user_443,23,1,industrial,leisure,0.330348481280914,0.9336918237598746,0.00753436313407474,14.294635065039166,1.0,high
102,user_582,22,1,park,work,0.18656702405130576,0.2850951686938471,0.17337359529475482,53.90916005295909,1.0,high
103,user_759,2,1,industrial,leisure,0.9823786169086064,0.11203890216805235,0.39785559904574164,58.19875556324676,0.8612038902168053,high
104,user_4,14,0,road_small,work,0.25790282704493983,0.17088758739006582,0.668643219924431,55.83318335852756,0.6170887587390066,high
105,user_847,10,0,residential,walking_home,0.8385825587026248,0.2050775601494591,0.9679940665042343,42.94619625136815,0.4705077560149459,medium
106,user_724,0,1,park,shopping,0.5298400231811167,0.7072300956444445,0.7677795014428388,6.150120595790851,0.7707230095644444,high
107,user_894,10,0,park,leisure,0.5325894325515859,0.05182353682242691,0.3366042781939206,8.93046593939948,0.5551823536822428,medium
108,user_919,9,0,park,commuting,0.32235384497472297,0.8098744458546349,0.25464065476376385,41.208660611211826,0.7809874445854635,high
109,user_785,8,0,industrial,work,0.41184091414726853,0.3488682665429953,0.9295291442478258,50.00654505947602,0.6848868266542996,high
110,user_236,17,0,road_small,leisure,0.7308674752036443,0.9383404568210378,0.18123306616566015,4.923279774639872,0.6938340456821038,high
111,user_296,21,1,park,leisure,0.1397723766262895,0.7952673118598902,0.20162732004774453,10.655700629076566,1.0,high
112,user_725,4,1,road_main,walking_home,0.6651972206962001,0.5230654247691193,0.3588304841235025,52.75483190797339,0.7023065424769119,high
113,user_89,17,0,road_small,walking_home,0.6241015441818376,0.539781061914633,0.43874467538833906,35.07168998346142,0.6039781061914633,high
114,user_145,0,1,residential,work,0.06661911239081697,0.22902539092479635,0.5428493106134089,26.460160445050114,0.7229025390924797,high
115,user_579,6,0,industrial,commuting,0.13927207266338726,0.794025189270296,0.6200727559285135,32.47420442660297,0.8794025189270296,high
116,user_231,3,1,road_main,work,0.7524031200388227,0.706980461243459,0.7785719390507511,9.444551147359707,0.5206980461243459,medium
117,user_196,21,1,residential,commuting,0.49398148713086265,0.7546352918601166,0.10291603074414502,32.65239973759109,0.7754635291860117,high
118,user_815,3,1,road_main,studying,0.39728729056036727,0.7972953657795536,0.14991742734877378,14.525832318725847,0.6797295365779554,high
119,user_844,12,0,residential,walking_home,0.6411476328852973,0.6939484444671,0.5427244433475962,15.856144475510213,0.5193948444467099,medium
120,user_69,19,1,industrial,work,0.9084505613336283,0.5833917947661205,0.4008514167636399,28.258342415003828,0.9083391794766121,high
121,user_302,10,0,park,commuting,0.5862298320167972,0.505888678884466,0.6114542354346478,2.06850084542959,0.6005888678884467,high
122,user_828,10,0,park,studying,0.5651331835892089,0.6966508238768923,0.9224993811772957,42.72707942449052,0.6196650823876892,high
123,user_106,16,0,park,commuting,0.06892153936721879,0.07732106548878726,0.1042469660518095,50.58593828684495,0.8577321065488788,high
124,user_779,22,1,market,work,0.2359060345950812,0.16552051036728976,0.18632087949412068,50.411956551147036,0.966552051036729,high
125,user_1,21,1,industrial,leisure,0.37930569838554884,0.7442496518432888,0.2055798083756375,47.47960343415505,1.0,high
126,user_666,8,0,industrial,studying,0.5373956029379229,0.9198556164127605,0.34634599436596125,21.470238911877434,0.741985561641276,high
127,user_418,16,0,industrial,walking_home,0.4524395161326934,0.14085702037979986,0.1763869865062233,30.403698591629304,0.91408570203798,high
128,user_710,20,1,market,shopping,0.7804957075460877,0.2775871726294181,0.22009721408109706,13.548166276132351,0.7777587172629419,high
129,user_49,6,0,market,studying,0.45898898801701304,0.5573053688900479,0.860632017890734,32.56911341708586,0.5057305368890048,medium
130,user_360,16,0,market,leisure,0.3973181154575979,0.4267889053367494,0.7997820220742694,21.613832943910648,0.492678890533675,medium
131,user_670,16,0,road_main,leisure,0.47206694510999925,0.5648411332626164,0.06570863942835237,46.75612938500562,0.4564841133262616,medium
132,user_175,17,0,residential,work,0.44076274693822814,0.400763060875326,0.5596403313082179,10.159174509912038,0.3900763060875326,medium
133,user_897,7,0,road_main,walking_home,0.37330931627975295,0.27074467314355377,0.6439995432390158,25.115316094787687,0.37707446731435534,medium
134,user_87,22,1,park,commuting,0.8669937600115235,0.4079844953648447,0.5517225952593398,15.979425278554952,0.7907984495364845,high
135,user_983,7,0,road_small,shopping,0.7999160853731894,0.1785446620543336,0.6527461078518747,15.052784081756865,0.4178544662054334,medium
136,user_418,2,1,road_small,work,0.8302198645669916,0.3971835296184548,0.6680851365706462,13.094073429533438,0.6897183529618455,high
137,user_735,22,1,residential,commuting,0.08550853085446808,0.20788625514602732,0.026532203873819715,11.704690670298042,0.8707886255146028,high
138,user_548,17,0,residential,shopping,0.8174435617384409,0.34181735169787597,0.2594234334312925,23.401852081868746,0.4841817351697876,medium
139,user_471,22,1,park,studying,0.624148907849134,0.4094116521912404,0.5520471808519802,26.731465218983686,0.790941165219124,high
140,user_940,2,1,park,commuting,0.7636057941597608,0.14011317576645255,0.8684679758979128,29.758440696721305,0.7640113175766452,high
141,user_727,16,0,residential,walking_home,0.5124576558819216,0.7416869442286655,0.6988458531609044,24.750452572221853,0.5241686944228665,medium
142,user_201,21,1,road_small,walking_home,0.4217039345532818,0.1322762111253304,0.9005723012363857,41.782089598969606,0.8632276211125331,high
143,user_805,10,0,road_small,commuting,0.5296616786550811,0.8150544284024571,0.49809075351100573,4.963348595026895,0.5315054428402457,medium
144,user_677,5,1,residential,studying,0.2064212717606032,0.010995828658480478,0.13688563006880727,54.1010998690382,0.8510995828658482,high
145,user_646,7,0,residential,studying,0.6330980633574476,0.4942738501382714,0.5732943781794007,50.44831082751945,0.39942738501382713,medium
146,user_981,13,0,residential,studying,0.9586271773132206,0.1843709206789632,0.09033696057760787,46.48816960659323,0.5184370920678963,medium
147,user_29,20,1,industrial,walking_home,0.35567271646494913,0.7190459051842455,0.297121715623175,34.41787377751693,1.0,high
148,user_98,22,1,road_small,work,0.7325720972102503,0.21494037859075676,0.031183135061284672,16.473578613689682,0.8214940378590757,high
149,user_739,19,1,industrial,shopping,0.49636624720123634,0.5968428489168892,0.3342438908169608,46.483820021003496,0.859684284891689,high
150,user_501,8,0,market,shopping,0.41279355060675227,0.704925549688953,0.5982860582681546,28.121209252906738,0.4704925549688953,medium
151,user_803,2,1,residential,leisure,0.0023393906257782593,0.9676993882070865,0.005253818558384915,7.082531014810948,0.9467699388207087,high
152,user_613,11,0,industrial,walking_home,0.9620987857641177,0.7900135587918561,0.6905602324456406,31.756739377400596,0.8290013558791856,high
153,user_12,15,0,industrial,leisure,0.7590358455388498,0.7241033292731386,0.6372315797894869,58.854031210619304,0.7224103329273139,high
154,user_466,11,0,industrial,commuting,0.05159580665871,0.6699174645500392,0.044165437710100175,35.70756166122593,1.0,high
155,user_401,22,1,residential,leisure,0.4732101180813334,0.31285485650558753,0.12052257878646444,44.13039661603862,0.7312854856505588,high
156,user_883,15,0,residential,walking_home,0.9442664891134339,0.47421421665746377,0.8620426509893134,50.82841451356915,0.4974214216657463,medium
157,user_402,9,0,market,work,0.596269878482053,0.23000883728770305,0.12056688577727881,5.54023889612334,0.6230008837287703,high
158,user_805,10,0,residential,studying,0.5724277594334657,0.8039769794008976,0.5384014903807876,40.03765532975195,0.43039769794008975,medium
159,user_397,17,0,market,leisure,0.6158631881823046,0.23295947475363377,0.02440078155653802,52.33583356015486,0.6232959474753634,high
160,user_414,22,1,road_main,leisure,0.38396388991972574,0.9325899094252529,0.07002970574747103,1.5596405840813863,0.6932589909425253,high
161,user_29,16,0,road_main,work,0.47987562030390885,0.6275054632183701,0.8736771141863388,59.06092468275841,0.312750546321837,medium
162,user_266,6,0,park,leisure,0.7322718071846451,0.003346362042979223,0.4673107665376526,18.52316971083805,0.550334636204298,medium
163,user_324,17,0,road_small,leisure,0.04209318963636188,0.01787393473341381,0.9877223897360315,26.238614890415878,0.6017873934733413,high
164,user_817,23,1,park,studying,0.956415697559425,0.7979893221433834,0.25898265160181366,35.72469950942148,0.9797989322143383,high
165,user_807,23,1,road_small,walking_home,0.9037239671752705,0.9891849098133589,0.7433528228936241,4.8341981594907475,0.948918490981336,high
166,user_584,19,1,road_main,work,0.6077367948788591,0.5126885110165086,0.2306698117177587,11.415153888324987,0.6512688511016509,high
167,user_218,8,0,market,commuting,0.7795844735667533,0.3501252591667301,0.05784267656339637,58.17705517830787,0.635012525916673,high
168,user_689,8,0,industrial,studying,0.9949078226464353,0.1738952492194873,0.39624201890265875,45.73607006654139,0.6673895249219488,high
169,user_62,16,0,industrial,walking_home,0.22444057183666066,0.22381761482262308,0.5369744228934136,35.983456155660484,0.9223817614822624,high
170,user_910,4,1,residential,walking_home,0.8774608626303804,0.26560004258870606,0.12951492128280417,53.43613671226966,0.9265600042588706,high
171,user_921,1,1,park,commuting,0.8095160747248781,0.6552419806390217,0.5508573706091393,6.132218834773198,0.8155241980639022,high
172,user_984,14,0,road_small,walking_home,0.7234201136885849,0.4958757350787708,0.08104621590764793,13.990808915038869,0.7495875735078772,high
173,user_973,4,1,road_main,shopping,0.06151702623923505,0.8829062691374613,0.5160790204436166,54.484309447230224,0.6382906269137462,high
174,user_323,23,1,residential,walking_home,0.8644928803073485,0.7339099189537017,0.5212603121804149,52.22148743904127,0.8233909918953701,high
175,user_92,0,1,industrial,walking_home,0.1604001053300721,0.3340088787452379,0.2386900313010175,55.87533068007458,1.0,high
176,user_356,5,1,park,leisure,0.8808707591989284,0.871843527745232,0.029247283034559146,49.723188283321,0.9871843527745232,high
177,user_394,10,0,road_main,work,0.9087013092693679,0.001120111480109487,0.556181735039757,45.64151242331115,0.25011201114801096,low
178,user_524,6,0,residential,leisure,0.6169269183757422,0.9811861780274235,0.6318135270166684,16.328411282785428,0.4481186178027423,medium
179,user_700,23,1,road_main,walking_home,0.12844871809319136,0.2833429482655816,0.01842771873821747,26.502206249658226,0.9783342948265582,high
180,user_994,14,0,road_small,leisure,0.10250972799067926,0.9372284872364511,0.6878857223008134,5.0023864872051425,0.6937228487236451,high
181,user_731,16,0,park,work,0.7085720046026294,0.4735738884350885,0.05792046055879829,5.406970647713387,0.7473573888435089,high
182,user_210,17,0,road_small,leisure,0.44595830701032146,0.6475736434019076,0.5943958592285453,23.633123363931688,0.5147573643401908,medium
183,user_29,10,0,market,work,0.3718335292387246,0.8187856433570937,0.2525087496883822,1.0607393108923704,0.6818785643357094,high
184,user_482,13,0,residential,leisure,0.9443036349578299,0.10219361969371898,0.854209774461566,32.09442167649986,0.3602193619693719,medium
185,user_797,10,0,park,commuting,0.7728227800168045,0.23005368303143392,0.13133512640937806,52.215205029405276,0.7230053683031434,high
186,user_382,11,0,park,leisure,0.9436159201675989,0.4197273169261223,0.6385259476640855,24.458069479804863,0.5919727316926122,medium
187,user_953,4,1,industrial,walking_home,0.409334006315043,0.8940992036791344,0.22995460589108618,13.573177537479914,1.0,high
188,user_832,16,0,market,studying,0.5627502863433826,0.4715324601025127,0.5432328057899581,10.395498558476604,0.4971532460102513,medium
189,user_985,16,0,road_main,leisure,0.15365803816111268,0.45369363460528267,0.5303543937282561,2.053851656220843,0.4453693634605283,medium
190,user_349,11,0,road_main,studying,0.9675112636137777,0.18545887467665434,0.46209729076566064,1.0726782748191273,0.26854588746766545,low
191,user_455,16,0,road_small,studying,0.24753995560337516,0.5584126725831979,0.22554014244373544,10.488702675613213,0.8058412672583198,high
192,user_726,21,1,road_main,leisure,0.5902639388856225,0.4332467489716556,0.9843514074029039,9.82525791738638,0.4933246748971656,medium
193,user_789,17,0,road_small,commuting,0.4799388347171235,0.6000205481193037,0.29166257870930323,42.00393128146601,0.6600020548119304,high
194,user_801,5,1,market,walking_home,0.48050694725782894,0.10493017841817487,0.24204501586252747,59.21309300276164,1.0,high
195,user_672,14,0,road_small,work,0.2103495799188686,0.34601656764483957,0.7758047357929561,56.53301274971081,0.6346016567644839,high
196,user_865,1,1,market,shopping,0.8825334858196,0.08250853444042128,0.8245140468968338,22.11027970476801,0.6082508534440422,high
197,user_103,1,1,road_small,commuting,0.6894649691372657,0.8005866991090829,0.2001502442448101,10.881472353285115,0.8800586699109083,high
198,user_305,7,0,industrial,leisure,0.7064757264869012,0.03158614482564204,0.9362122462436898,4.066305735436872,0.6531586144825642,high
199,user_416,8,0,residential,studying,0.8709691237460856,0.7140869321324278,0.8017280830697918,21.027561360025558,0.42140869321324276,medium
200,user_251,6,0,industrial,studying,0.5530014525919584,0.5974758626319301,0.7838325534188619,29.373326055490107,0.709747586263193,high
201,user_127,8,0,park,commuting,0.4386072164895384,0.7248265598740583,0.5932786483101787,39.36735696653378,0.6224826559874059,high
202,user_537,12,0,industrial,commuting,0.3290174378146622,0.47018259269666507,0.7442790655949556,52.43813395941415,0.6970182592696665,high
203,user_309,22,1,industrial,studying,0.5553635509376312,0.7192017782722638,0.22845474133129873,59.783701047347776,1.0,high
204,user_873,2,1,park,commuting,0.4032613611238318,0.22056112492232327,0.4183997886676527,13.011118540192317,0.7720561124922323,high
205,user_903,11,0,market,work,0.9607805514869769,0.4159073661469408,0.8462452920190493,38.09712427415076,0.4915907366146941,medium
206,user_732,11,0,road_small,studying,0.5048448818930178,0.5433005233632884,0.513995867808725,35.69544430731467,0.5043300523363289,medium
207,user_250,20,1,residential,studying,0.8734232380816606,0.9007018640112585,0.4217209268734554,17.332840036868042,0.6400701864011259,high
208,user_371,21,1,road_main,studying,0.3838471518677963,0.4658128070202485,0.8359980637812094,14.911733543593382,0.4965812807020249,medium
209,user_794,7,0,park,work,0.17968310887024197,0.23754332492387764,0.9713950940416396,11.677640209859897,0.7237543324923879,high
210,user_837,5,1,road_main,shopping,0.24723107440317704,0.8707499012725114,0.4453052550026655,31.374223881851723,0.6370749901272512,high
211,user_985,19,1,residential,work,0.6521232455304379,0.3121480566964471,0.3990459461371111,51.621188981439644,0.5812148056696448,medium
212,user_261,0,1,park,studying,0.9698210450785447,0.45378954138363925,0.23605046334646396,5.3363080924707464,0.9453789541383639,high
213,user_270,15,0,residential,leisure,0.3370031764312863,0.8288833658826095,0.43088752366180594,15.674142082670164,0.4328883365882609,medium
214,user_683,11,0,market,shopping,0.16704190790094986,0.16761921628831766,0.03667142693354297,44.44771888887279,0.7167619216288318,high
215,user_997,11,0,road_main,shopping,0.8441704489691971,0.8056701529500532,0.5853543643967521,52.22800555028226,0.28056701529500533,low
216,user_620,19,1,residential,work,0.05708685608931485,0.531169528001032,0.9366056922949615,3.321268899442069,0.7531169528001033,high
217,user_119,2,1,road_small,leisure,0.9338750175279049,0.3161561049767505,0.5072348086883924,3.4527986839731337,0.681615610497675,high
218,user_490,19,1,road_main,commuting,0.9651186964360455,0.004939980934409616,0.951811785423239,38.70807633111452,0.450493998093441,medium
219,user_185,6,0,industrial,commuting,0.34265348812091534,0.5322449888262991,0.12574151180664883,8.830164575337365,0.85322449888263,high
220,user_308,15,0,residential,commuting,0.7328989183413418,0.1623818946623209,0.18834908376560144,44.118939017381706,0.516238189466232,medium
221,user_669,5,1,road_main,work,0.25530652472843185,0.6616323503711468,0.9786312874005304,23.083509261247766,0.6661632350371146,high
